index,name,r,g,b
2151,ctx_rh_S_circular_insula_superior,61,220,220
2152,ctx_rh_S_collateral_transverse_ant,100,200,200
2153,ctx_rh_S_collateral_transverse_post,10,200,200
2154,ctx_rh_S_frontal_inferior,221,220,20
2155,ctx_rh_S_frontal_middle,141,20,100
2156,ctx_rh_S_frontal_superior,61,220,100
2157,ctx_rh_S_frontomarginal,21,220,60
2158,ctx_rh_S_intermedius_primus_Jensen,141,60,20
2159,ctx_rh_S_intraparietal_and_Parietal_transverse,143,20,220
2160,ctx_rh_S_occipital_anterior,61,20,180
2161,ctx_rh_S_occipital_middle_and_Lunatus,101,60,220
2162,ctx_rh_S_occipital_superior_and_transversalis,21,20,140
2163,ctx_rh_S_occipito_temporal_lateral,221,140,20
2164,ctx_rh_S_occipito_temporal_medial_and_S_Lingual,141,100,220
2165,ctx_rh_S_orbital_H_shapped,101,20,20
2166,ctx_rh_S_orbital_lateral,221,100,20
2167,ctx_rh_S_orbital_medial_Or_olfactory,181,200,20
2168,ctx_rh_S_paracentral,21,180,140
2169,ctx_rh_S_parieto_occipital,101,100,180
2170,ctx_rh_S_pericallosal,181,220,20
2171,ctx_rh_S_postcentral,21,140,200
2172,ctx_rh_S_precentral_Inferior_part,21,20,240
2173,ctx_rh_S_precentral_Superior_part,21,20,200
2174,ctx_rh_S_subcentral_ant,61,180,60
2175,ctx_rh_S_subcentral_post,61,180,250
2176,ctx_rh_S_suborbital,21,20,60
2177,ctx_rh_S_subparietal,101,60,60
2178,ctx_rh_S_supracingulate,21,220,220
2179,ctx_rh_S_temporal_inferior,21,180,180
2180,ctx_rh_S_temporal_superior,223,220,60
2181,ctx_rh_S_temporal_transverse,221,60,60
2200,ctx_rh_G_cingulate_caudal_ACC,25,60,61
2201,ctx_rh_G_cingulate_rostral_ACC,25,90,60
2202,ctx_rh_G_cingulate_posterior,25,120,60
2205,ctx_rh_S_cingulate_caudal_ACC,25,150,60
2206,ctx_rh_S_cingulate_rostral_ACC,25,180,60
2207,ctx_rh_S_cingulate_posterior,25,210,60
2210,ctx_rh_S_pericallosal_caudal,25,150,90
2211,ctx_rh_S_pericallosal_rostral,25,180,90
2212,ctx_rh_S_pericallosal_posterior,25,210,90
3100,wm_lh_Unknown,0,0,0
3101,wm_lh_Corpus_callosum,50,50,50
3102,wm_lh_G_and_S_Insula_ONLY_AVERAGE,180,20,30
3103,wm_lh_G_cingulate_Isthmus,60,25,25
3104,wm_lh_G_cingulate_Main_part,25,60,60
3105,wm_lh_G_cuneus,180,20,20
3106,wm_lh_G_frontal_inf_Opercular_part,220,20,100
3107,wm_lh_G_frontal_inf_Orbital_part,140,60,60
3108,wm_lh_G_frontal_inf_Triangular_part,180,220,140
3109,wm_lh_G_frontal_middle,140,100,180
3110,wm_lh_G_frontal_superior,180,20,140
3111,wm_lh_G_frontomarginal,140,20,140
3112,wm_lh_G_insular_long,21,10,10
3113,wm_lh_G_insular_short,225,140,140
3114,wm_lh_G_and_S_occipital_inferior,23,60,180
3115,wm_lh_G_occipital_middle,180,60,180
3116,wm_lh_G_occipital_superior,20,220,60
3117,wm_lh_G_occipit_temp_lat_Or_fusiform,60,20,140
3118,wm_lh_G_occipit_temp_med_Lingual_part,220,180,140
3119,wm_lh_G_occipit_temp_med_Parahippocampal_part,65,100,20
3120,wm_lh_G_orbital,220,60,20
3121,wm_lh_G_paracentral,60,100,60
3122,wm_lh_G_parietal_inferior_Angular_part,20,60,220
3123,wm_lh_G_parietal_inferior_Supramarginal_part,100,100,60
3124,wm_lh_G_parietal_superior,220,180,220
3125,wm_lh_G_postcentral,20,180,140
3126,wm_lh_G_precentral,60,140,180
3127,wm_lh_G_precuneus,25,20,140
3128,wm_lh_G_rectus,20,60,100
3129,wm_lh_G_subcallosal,60,220,20
3130,wm_lh_G_subcentral,60,20,220
3131,wm_lh_G_temporal_inferior,220,220,100
3132,wm_lh_G_temporal_middle,180,60,60
3133,wm_lh_G_temp_sup_G_temp_transv_and_interm_S,60,60,220
3134,wm_lh_G_temp_sup_Lateral_aspect,220,60,220
3135,wm_lh_G_temp_sup_Planum_polare,65,220,60
3136,wm_lh_G_temp_sup_Planum_tempolare,25,140,20
3137,wm_lh_G_and_S_transverse_frontopolar,13,0,250
3138,wm_lh_Lat_Fissure_ant_sgt_ramus_horizontal,61,20,220
3139,wm_lh_Lat_Fissure_ant_sgt_ramus_vertical,61,20,60
3140,wm_lh_Lat_Fissure_post_sgt,61,60,100
3141,wm_lh_Medial_wall,25,25,25
3142,wm_lh_Pole_occipital,140,20,60
3143,wm_lh_Pole_temporal,220,180,20
3144,wm_lh_S_calcarine,63,180,180
3145,wm_lh_S_central,221,20,10
3146,wm_lh_S_central_insula,21,220,20
3147,wm_lh_S_cingulate_Main_part_and_Intracingulate,183,100,20
3148,wm_lh_S_cingulate_Marginalis_part,221,20,100
3149,wm_lh_S_circular_insula_anterior,221,60,140
3150,wm_lh_S_circular_insula_inferior,221,20,220
3151,wm_lh_S_circular_insula_superior,61,220,220
3152,wm_lh_S_collateral_transverse_ant,100,200,200
3153,wm_lh_S_collateral_transverse_post,10,200,200
3154,wm_lh_S_frontal_inferior,221,220,20
3155,wm_lh_S_frontal_middle,141,20,100
3156,wm_lh_S_frontal_superior,61,220,100
3157,wm_lh_S_frontomarginal,21,220,60
3158,wm_lh_S_intermedius_primus_Jensen,141,60,20
3159,wm_lh_S_intraparietal_and_Parietal_transverse,143,20,220
3160,wm_lh_S_occipital_anterior,61,20,180
3161,wm_lh_S_occipital_middle_and_Lunatus,101,60,220
3162,wm_lh_S_occipital_superior_and_transversalis,21,20,140
3163,wm_lh_S_occipito_temporal_lateral,221,140,20
3164,wm_lh_S_occipito_temporal_medial_and_S_Lingual,141,100,220
3165,wm_lh_S_orbital_H_shapped,101,20,20
3166,wm_lh_S_orbital_lateral,221,100,20
3167,wm_lh_S_orbital_medial_Or_olfactory,181,200,20
3168,wm_lh_S_paracentral,21,180,140
3169,wm_lh_S_parieto_occipital,101,100,180
3170,wm_lh_S_pericallosal,181,220,20
3171,wm_lh_S_postcentral,21,140,200
3172,wm_lh_S_precentral_Inferior_part,21,20,240
3173,wm_lh_S_precentral_Superior_part,21,20,200
3174,wm_lh_S_subcentral_ant,61,180,60
3175,wm_lh_S_subcentral_post,61,180,250
3176,wm_lh_S_suborbital,21,20,60
3177,wm_lh_S_subparietal,101,60,60
3178,wm_lh_S_supracingulate,21,220,220
3179,wm_lh_S_temporal_inferior,21,180,180
3180,wm_lh_S_temporal_superior,223,220,60
3181,wm_lh_S_temporal_transverse,221,60,60
4100,wm_rh_Unknown,0,0,0
4101,wm_rh_Corpus_callosum,50,50,50
4102,wm_rh_G_and_S_Insula_ONLY_AVERAGE,180,20,30
4103,wm_rh_G_cingulate_Isthmus,60,25,25
4104,wm_rh_G_cingulate_Main_part,25,60,60
4105,wm_rh_G_cuneus,180,20,20
4106,wm_rh_G_frontal_inf_Opercular_part,220,20,100
4107,wm_rh_G_frontal_inf_Orbital_part,140,60,60
4108,wm_rh_G_frontal_inf_Triangular_part,180,220,140
4109,wm_rh_G_frontal_middle,140,100,180
4110,wm_rh_G_frontal_superior,180,20,140
4111,wm_rh_G_frontomarginal,140,20,140
4112,wm_rh_G_insular_long,21,10,10
4113,wm_rh_G_insular_short,225,140,140
4114,wm_rh_G_and_S_occipital_inferior,23,60,180
4115,wm_rh_G_occipital_middle,180,60,180
4116,wm_rh_G_occipital_superior,20,220,60
4117,wm_rh_G_occipit_temp_lat_Or_fusiform,60,20,140
4118,wm_rh_G_occipit_temp_med_Lingual_part,220,180,140
4119,wm_rh_G_occipit_temp_med_Parahippocampal_part,65,100,20
4120,wm_rh_G_orbital,220,60,20
4121,wm_rh_G_paracentral,60,100,60
4122,wm_rh_G_parietal_inferior_Angular_part,20,60,220
4123,wm_rh_G_parietal_inferior_Supramarginal_part,100,100,60
4124,wm_rh_G_parietal_superior,220,180,220
4125,wm_rh_G_postcentral,20,180,140
4126,wm_rh_G_precentral,60,140,180
4127,wm_rh_G_precuneus,25,20,140
4128,wm_rh_G_rectus,20,60,100
4129,wm_rh_G_subcallosal,60,220,20
4130,wm_rh_G_subcentral,60,20,220
4131,wm_rh_G_temporal_inferior,220,220,100
4132,wm_rh_G_temporal_middle,180,60,60
4133,wm_rh_G_temp_sup_G_temp_transv_and_interm_S,60,60,220
4134,wm_rh_G_temp_sup_Lateral_aspect,220,60,220
4135,wm_rh_G_temp_sup_Planum_polare,65,220,60
4136,wm_rh_G_temp_sup_Planum_tempolare,25,140,20
4137,wm_rh_G_and_S_transverse_frontopolar,13,0,250
4138,wm_rh_Lat_Fissure_ant_sgt_ramus_horizontal,61,20,220
4139,wm_rh_Lat_Fissure_ant_sgt_ramus_vertical,61,20,60
4140,wm_rh_Lat_Fissure_post_sgt,61,60,100
4141,wm_rh_Medial_wall,25,25,25
4142,wm_rh_Pole_occipital,140,20,60
4143,wm_rh_Pole_temporal,220,180,20
4144,wm_rh_S_calcarine,63,180,180
4145,wm_rh_S_central,221,20,10
4146,wm_rh_S_central_insula,21,220,20
4147,wm_rh_S_cingulate_Main_part_and_Intracingulate,183,100,20
4148,wm_rh_S_cingulate_Marginalis_part,221,20,100
4149,wm_rh_S_circular_insula_anterior,221,60,140
4150,wm_rh_S_circular_insula_inferior,221,20,220
4151,wm_rh_S_circular_insula_superior,61,220,220
4152,wm_rh_S_collateral_transverse_ant,100,200,200
4153,wm_rh_S_collateral_transverse_post,10,200,200
4154,wm_rh_S_frontal_inferior,221,220,20
4155,wm_rh_S_frontal_middle,141,20,100
4156,wm_rh_S_frontal_superior,61,220,100
4157,wm_rh_S_frontomarginal,21,220,60
4158,wm_rh_S_intermedius_primus_Jensen,141,60,20
4159,wm_rh_S_intraparietal_and_Parietal_transverse,143,20,220
4160,wm_rh_S_occipital_anterior,61,20,180
4161,wm_rh_S_occipital_middle_and_Lunatus,101,60,220
4162,wm_rh_S_occipital_superior_and_transversalis,21,20,140
4163,wm_rh_S_occipito_temporal_lateral,221,140,20
4164,wm_rh_S_occipito_temporal_medial_and_S_Lingual,141,100,220
4165,wm_rh_S_orbital_H_shapped,101,20,20
4166,wm_rh_S_orbital_lateral,221,100,20
4167,wm_rh_S_orbital_medial_Or_olfactory,181,200,20
4168,wm_rh_S_paracentral,21,180,140
4169,wm_rh_S_parieto_occipital,101,100,180
4170,wm_rh_S_pericallosal,181,220,20
4171,wm_rh_S_postcentral,21,140,200
4172,wm_rh_S_precentral_Inferior_part,21,20,240
4173,wm_rh_S_precentral_Superior_part,21,20,200
4174,wm_rh_S_subcentral_ant,61,180,60
4175,wm_rh_S_subcentral_post,61,180,250
4176,wm_rh_S_suborbital,21,20,60
4177,wm_rh_S_subparietal,101,60,60
4178,wm_rh_S_supracingulate,21,220,220
4179,wm_rh_S_temporal_inferior,21,180,180
4180,wm_rh_S_temporal_superior,223,220,60
4181,wm_rh_S_temporal_transverse,221,60,60
5001,Left_UnsegmentedWhiteMatter,20,30,40
5002,Right_UnsegmentedWhiteMatter,20,30,40
5100,fmajor,204,102,102
5101,fminor,204,102,102
5102,lh_atr,255,255,102
5103,lh_cab,153,204,0
5104,lh_ccg,0,153,153
5105,lh_cst,204,153,255
5106,lh_ilf,255,153,51
5107,lh_slfp,204,204,204
5108,lh_slft,153,255,255
5109,lh_unc,102,153,255
5110,rh_atr,255,255,102
5111,rh_cab,153,204,0
5112,rh_ccg,0,153,153
5113,rh_cst,204,153,255
5114,rh_ilf,255,153,51
5115,rh_slfp,204,204,204
5116,rh_slft,153,255,255
5117,rh_unc,102,153,255
5200,CC_ForcepsMajor,204,102,102
5201,CC_ForcepsMinor,204,102,102
5202,LAntThalRadiation,255,255,102
5203,LCingulumAngBundle,153,204,0
5204,LCingulumCingGyrus,0,153,153
5205,LCorticospinalTract,204,153,255
5206,LInfLongFas,255,153,51
5207,LSupLongFasParietal,204,204,204
5208,LSupLongFasTemporal,153,255,255
5209,LUncinateFas,102,153,255
5210,RAntThalRadiation,255,255,102
5211,RCingulumAngBundle,153,204,0
5212,RCingulumCingGyrus,0,153,153
5213,RCorticospinalTract,204,153,255
5214,RInfLongFas,255,153,51
5215,RSupLongFasParietal,204,204,204
5216,RSupLongFasTemporal,153,255,255
5217,RUncinateFas,102,153,255
6000,CST_orig,0,255,0
6001,CST_hammer,255,255,0
6002,CST_CVS,0,255,255
6003,CST_flirt,0,0,255
6010,Left_SLF1,236,16,231
6020,Right_SLF1,237,18,232
6030,Left_SLF3,236,13,227
6040,Right_SLF3,236,17,228
6050,Left_CST,1,255,1
6060,Right_CST,2,255,1
6070,Left_SLF2,236,14,230
6080,Right_SLF2,237,14,230
7001,Lateral_nucleus,72,132,181
7002,Basolateral_nucleus,243,243,243
7003,Basal_nucleus,207,63,79
7004,Centromedial_nucleus,121,20,135
7005,Central_nucleus,197,60,248
7006,Medial_nucleus,2,149,2
7007,Cortical_nucleus,221,249,166
7008,Accessory_Basal_nucleus,232,146,35
7009,Corticoamygdaloid_transitio,20,60,120
7010,Anterior_amygdaloid_area_AAA,250,250,0
7011,Fusion_amygdala_HP_FAH,122,187,222
7012,Hippocampal_amygdala_transition_HATA,237,12,177
7013,Endopiriform_nucleus,10,49,255
7014,Lateral_nucleus_olfactory_tract,205,184,144
7015,Paralaminar_nucleus,45,205,165
7016,Intercalated_nucleus,117,160,175
7017,Prepiriform_cortex,221,217,21
7018,Periamygdaloid_cortex,20,60,120
7019,Envelope_Amygdala,141,21,100
7020,Extranuclear_Amydala,225,140,141
7100,Brainstem_inferior_colliculus,42,201,168
7101,Brainstem_cochlear_nucleus,168,104,162
8001,Thalamus_Anterior,74,130,181
8002,Thalamus_Ventral_anterior,242,241,240
8003,Thalamus_Lateral_dorsal,206,65,78
8004,Thalamus_Lateral_posterior,120,21,133
8005,Thalamus_Ventral_lateral,195,61,246
8006,Thalamus_Ventral_posterior_medial,3,147,6
8007,Thalamus_Ventral_posterior_lateral,220,251,163
8008,Thalamus_intralaminar,232,146,33
8009,Thalamus_centromedian,4,114,14
8010,Thalamus_mediodorsal,121,184,220
8011,Thalamus_medial,235,11,175
8012,Thalamus_pulvinar,12,46,250
8013,Thalamus_lateral_geniculate,203,182,143
8014,Thalamus_medial_geniculate,42,204,167
9000,ctx_lh_prefrontal,30,5,30
9001,ctx_lh_primary_motor,30,100,45
9002,ctx_lh_premotor,130,100,165
9003,ctx_lh_temporal,105,25,5
9004,ctx_lh_posterior_parietal,125,70,55
9005,ctx_lh_prim_sec_somatosensory,225,20,105
9006,ctx_lh_occipital,225,20,15
9500,ctx_rh_prefrontal,30,55,30
9501,ctx_rh_primary_motor,30,150,45
9502,ctx_rh_premotor,130,150,165
9503,ctx_rh_temporal,105,75,5
9504,ctx_rh_posterior_parietal,125,120,55
9505,ctx_rh_prim_sec_somatosensory,225,70,105
9506,ctx_rh_occipital,225,70,15
11100,ctx_lh_Unknown,0,0,0
11101,ctx_lh_G_and_S_frontomargin,23,220,60
11102,ctx_lh_G_and_S_occipital_inf,23,60,180
11103,ctx_lh_G_and_S_paracentral,63,100,60
11104,ctx_lh_G_and_S_subcentral,63,20,220
11105,ctx_lh_G_and_S_transv_frontopol,13,0,250
11106,ctx_lh_G_and_S_cingul_Ant,26,60,0
11107,ctx_lh_G_and_S_cingul_Mid_Ant,26,60,75
11108,ctx_lh_G_and_S_cingul_Mid_Post,26,60,150
11109,ctx_lh_G_cingul_Post_dorsal,25,60,250
11110,ctx_lh_G_cingul_Post_ventral,60,25,25
11111,ctx_lh_G_cuneus,180,20,20
11112,ctx_lh_G_front_inf_Opercular,220,20,100
11113,ctx_lh_G_front_inf_Orbital,140,60,60
11114,ctx_lh_G_front_inf_Triangul,180,220,140
11115,ctx_lh_G_front_middle,140,100,180
11116,ctx_lh_G_front_sup,180,20,140
11117,ctx_lh_G_Ins_lg_and_S_cent_ins,23,10,10
11118,ctx_lh_G_insular_short,225,140,140
11119,ctx_lh_G_occipital_middle,180,60,180
11120,ctx_lh_G_occipital_sup,20,220,60
11121,ctx_lh_G_oc_temp_lat_fusifor,60,20,140
11122,ctx_lh_G_oc_temp_med_Lingual,220,180,140
11123,ctx_lh_G_oc_temp_med_Parahip,65,100,20
11124,ctx_lh_G_orbital,220,60,20
11125,ctx_lh_G_pariet_inf_Angular,20,60,220
11126,ctx_lh_G_pariet_inf_Supramar,100,100,60
11127,ctx_lh_G_parietal_sup,220,180,220
11128,ctx_lh_G_postcentral,20,180,140
11129,ctx_lh_G_precentral,60,140,180
11130,ctx_lh_G_precuneus,25,20,140
11131,ctx_lh_G_rectus,20,60,100
11132,ctx_lh_G_subcallosal,60,220,20
11133,ctx_lh_G_temp_sup_G_T_transv,60,60,220
11134,ctx_lh_G_temp_sup_Lateral,220,60,220
11135,ctx_lh_G_temp_sup_Plan_polar,65,220,60
11136,ctx_lh_G_temp_sup_Plan_tempo,25,140,20
11137,ctx_lh_G_temporal_inf,220,220,100
11138,ctx_lh_G_temporal_middle,180,60,60
11139,ctx_lh_Lat_Fis_ant_Horizont,61,20,220
11140,ctx_lh_Lat_Fis_ant_Vertical,61,20,60
11141,ctx_lh_Lat_Fis_post,61,60,100
11142,ctx_lh_Medial_wall,25,25,25
11143,ctx_lh_Pole_occipital,140,20,60
11144,ctx_lh_Pole_temporal,220,180,20
11145,ctx_lh_S_calcarine,63,180,180
11146,ctx_lh_S_central,221,20,10
11147,ctx_lh_S_cingul_Marginalis,221,20,100
11148,ctx_lh_S_circular_insula_ant,221,60,140
11149,ctx_lh_S_circular_insula_inf,221,20,220
11150,ctx_lh_S_circular_insula_sup,61,220,220
11151,ctx_lh_S_collat_transv_ant,100,200,200
11152,ctx_lh_S_collat_transv_post,10,200,200
11153,ctx_lh_S_front_inf,221,220,20
11154,ctx_lh_S_front_middle,141,20,100
11155,ctx_lh_S_front_sup,61,220,100
11156,ctx_lh_S_interm_prim_Jensen,141,60,20
11157,ctx_lh_S_intrapariet_and_P_trans,143,20,220
11158,ctx_lh_S_oc_middle_and_Lunatus,101,60,220
11159,ctx_lh_S_oc_sup_and_transversal,21,20,140
11160,ctx_lh_S_occipital_ant,61,20,180
11161,ctx_lh_S_oc_temp_lat,221,140,20
11162,ctx_lh_S_oc_temp_med_and_Lingual,141,100,220
11163,ctx_lh_S_orbital_lateral,221,100,20
11164,ctx_lh_S_orbital_med_olfact,181,200,20
11165,ctx_lh_S_orbital_H_Shaped,101,20,20
11166,ctx_lh_S_parieto_occipital,101,100,180
11167,ctx_lh_S_pericallosal,181,220,20
11168,ctx_lh_S_postcentral,21,140,200
11169,ctx_lh_S_precentral_inf_part,21,20,240
11170,ctx_lh_S_precentral_sup_part,21,20,200
11171,ctx_lh_S_suborbital,21,20,60
11172,ctx_lh_S_subparietal,101,60,60
11173,ctx_lh_S_temporal_inf,21,180,180
11174,ctx_lh_S_temporal_sup,223,220,60
11175,ctx_lh_S_temporal_transverse,221,60,60
12100,ctx_lh_Unknown,0,0,0
12101,ctx_rh_G_and_S_frontomargin,23,220,60
12102,ctx_rh_G_and_S_occipital_inf,23,60,180
12103,ctx_rh_G_and_S_paracentral,63,100,60
12104,ctx_rh_G_and_S_subcentral,63,20,220
12105,ctx_rh_G_and_S_transv_frontopol,13,0,250
12106,ctx_rh_G_and_S_cingul_Ant,26,60,0
12107,ctx_rh_G_and_S_cingul_Mid_Ant,26,60,75
12108,ctx_rh_G_and_S_cingul_Mid_Post,26,60,150
12109,ctx_rh_G_cingul_Post_dorsal,25,60,250
12110,ctx_rh_G_cingul_Post_ventral,60,25,25
12111,ctx_rh_G_cuneus,180,20,20
12112,ctx_rh_G_front_inf_Opercular,220,20,100
12113,ctx_rh_G_front_inf_Orbital,140,60,60
12114,ctx_rh_G_front_inf_Triangul,180,220,140
12115,ctx_rh_G_front_middle,140,100,180
12116,ctx_rh_G_front_sup,180,20,140
12117,ctx_rh_G_Ins_lg_and_S_cent_ins,23,10,10
12118,ctx_rh_G_insular_short,225,140,140
12119,ctx_rh_G_occipital_middle,180,60,180
12120,ctx_rh_G_occipital_sup,20,220,60
12121,ctx_rh_G_oc_temp_lat_fusifor,60,20,140
12122,ctx_rh_G_oc_temp_med_Lingual,220,180,140
12123,ctx_rh_G_oc_temp_med_Parahip,65,100,20
12124,ctx_rh_G_orbital,220,60,20
12125,ctx_rh_G_pariet_inf_Angular,20,60,220
12126,ctx_rh_G_pariet_inf_Supramar,100,100,60
12127,ctx_rh_G_parietal_sup,220,180,220
12128,ctx_rh_G_postcentral,20,180,140
12129,ctx_rh_G_precentral,60,140,180
12130,ctx_rh_G_precuneus,25,20,140
12131,ctx_rh_G_rectus,20,60,100
12132,ctx_rh_G_subcallosal,60,220,20
12133,ctx_rh_G_temp_sup_G_T_transv,60,60,220
12134,ctx_rh_G_temp_sup_Lateral,220,60,220
12135,ctx_rh_G_temp_sup_Plan_polar,65,220,60
12136,ctx_rh_G_temp_sup_Plan_tempo,25,140,20
12137,ctx_rh_G_temporal_inf,220,220,100
12138,ctx_rh_G_temporal_middle,180,60,60
12139,ctx_rh_Lat_Fis_ant_Horizont,61,20,220
12140,ctx_rh_Lat_Fis_ant_Vertical,61,20,60
12141,ctx_rh_Lat_Fis_post,61,60,100
12142,ctx_rh_Medial_wall,25,25,25
12143,ctx_rh_Pole_occipital,140,20,60
12144,ctx_rh_Pole_temporal,220,180,20
12145,ctx_rh_S_calcarine,63,180,180
12146,ctx_rh_S_central,221,20,10
12147,ctx_rh_S_cingul_Marginalis,221,20,100
12148,ctx_rh_S_circular_insula_ant,221,60,140
12149,ctx_rh_S_circular_insula_inf,221,20,220
12150,ctx_rh_S_circular_insula_sup,61,220,220
12151,ctx_rh_S_collat_transv_ant,100,200,200
12152,ctx_rh_S_collat_transv_post,10,200,200
12153,ctx_rh_S_front_inf,221,220,20
12154,ctx_rh_S_front_middle,141,20,100
12155,ctx_rh_S_front_sup,61,220,100
12156,ctx_rh_S_interm_prim_Jensen,141,60,20
12157,ctx_rh_S_intrapariet_and_P_trans,143,20,220
12158,ctx_rh_S_oc_middle_and_Lunatus,101,60,220
12159,ctx_rh_S_oc_sup_and_transversal,21,20,140
12160,ctx_rh_S_occipital_ant,61,20,180
12161,ctx_rh_S_oc_temp_lat,221,140,20
12162,ctx_rh_S_oc_temp_med_and_Lingual,141,100,220
12163,ctx_rh_S_orbital_lateral,221,100,20
12164,ctx_rh_S_orbital_med_olfact,181,200,20
12165,ctx_rh_S_orbital_H_Shaped,101,20,20
12166,ctx_rh_S_parieto_occipital,101,100,180
12167,ctx_rh_S_pericallosal,181,220,20
12168,ctx_rh_S_postcentral,21,140,200
12169,ctx_rh_S_precentral_inf_part,21,20,240
12170,ctx_rh_S_precentral_sup_part,21,20,200
12171,ctx_rh_S_suborbital,21,20,60
12172,ctx_rh_S_subparietal,101,60,60
12173,ctx_rh_S_temporal_inf,21,180,180
12174,ctx_rh_S_temporal_sup,223,220,60
12175,ctx_rh_S_temporal_transverse,221,60,60
13100,wm_lh_Unknown,0,0,0
13101,wm_lh_G_and_S_frontomargin,23,220,60
13102,wm_lh_G_and_S_occipital_inf,23,60,180
13103,wm_lh_G_and_S_paracentral,63,100,60
13104,wm_lh_G_and_S_subcentral,63,20,220
13105,wm_lh_G_and_S_transv_frontopol,13,0,250
13106,wm_lh_G_and_S_cingul_Ant,26,60,0
13107,wm_lh_G_and_S_cingul_Mid_Ant,26,60,75
13108,wm_lh_G_and_S_cingul_Mid_Post,26,60,150
13109,wm_lh_G_cingul_Post_dorsal,25,60,250
13110,wm_lh_G_cingul_Post_ventral,60,25,25
13111,wm_lh_G_cuneus,180,20,20
13112,wm_lh_G_front_inf_Opercular,220,20,100
13113,wm_lh_G_front_inf_Orbital,140,60,60
13114,wm_lh_G_front_inf_Triangul,180,220,140
13115,wm_lh_G_front_middle,140,100,180
13116,wm_lh_G_front_sup,180,20,140
13117,wm_lh_G_Ins_lg_and_S_cent_ins,23,10,10
13118,wm_lh_G_insular_short,225,140,140
13119,wm_lh_G_occipital_middle,180,60,180
13120,wm_lh_G_occipital_sup,20,220,60
13121,wm_lh_G_oc_temp_lat_fusifor,60,20,140
13122,wm_lh_G_oc_temp_med_Lingual,220,180,140
13123,wm_lh_G_oc_temp_med_Parahip,65,100,20
13124,wm_lh_G_orbital,220,60,20
13125,wm_lh_G_pariet_inf_Angular,20,60,220
13126,wm_lh_G_pariet_inf_Supramar,100,100,60
13127,wm_lh_G_parietal_sup,220,180,220
13128,wm_lh_G_postcentral,20,180,140
13129,wm_lh_G_precentral,60,140,180
13130,wm_lh_G_precuneus,25,20,140
13131,wm_lh_G_rectus,20,60,100
13132,wm_lh_G_subcallosal,60,220,20
13133,wm_lh_G_temp_sup_G_T_transv,60,60,220
13134,wm_lh_G_temp_sup_Lateral,220,60,220
13135,wm_lh_G_temp_sup_Plan_polar,65,220,60
13136,wm_lh_G_temp_sup_Plan_tempo,25,140,20
13137,wm_lh_G_temporal_inf,220,220,100
13138,wm_lh_G_temporal_middle,180,60,60
13139,wm_lh_Lat_Fis_ant_Horizont,61,20,220
13140,wm_lh_Lat_Fis_ant_Vertical,61,20,60
13141,wm_lh_Lat_Fis_post,61,60,100
13142,wm_lh_Medial_wall,25,25,25
13143,wm_lh_Pole_occipital,140,20,60
13144,wm_lh_Pole_temporal,220,180,20
13145,wm_lh_S_calcarine,63,180,180
13146,wm_lh_S_central,221,20,10
13147,wm_lh_S_cingul_Marginalis,221,20,100
13148,wm_lh_S_circular_insula_ant,221,60,140
13149,wm_lh_S_circular_insula_inf,221,20,220
13150,wm_lh_S_circular_insula_sup,61,220,220
13151,wm_lh_S_collat_transv_ant,100,200,200
13152,wm_lh_S_collat_transv_post,10,200,200
13153,wm_lh_S_front_inf,221,220,20
13154,wm_lh_S_front_middle,141,20,100
13155,wm_lh_S_front_sup,61,220,100
13156,wm_lh_S_interm_prim_Jensen,141,60,20
13157,wm_lh_S_intrapariet_and_P_trans,143,20,220
13158,wm_lh_S_oc_middle_and_Lunatus,101,60,220
13159,wm_lh_S_oc_sup_and_transversal,21,20,140
13160,wm_lh_S_occipital_ant,61,20,180
13161,wm_lh_S_oc_temp_lat,221,140,20
13162,wm_lh_S_oc_temp_med_and_Lingual,141,100,220
13163,wm_lh_S_orbital_lateral,221,100,20
13164,wm_lh_S_orbital_med_olfact,181,200,20
13165,wm_lh_S_orbital_H_Shaped,101,20,20
13166,wm_lh_S_parieto_occipital,101,100,180
13167,wm_lh_S_pericallosal,181,220,20
13168,wm_lh_S_postcentral,21,140,200
13169,wm_lh_S_precentral_inf_part,21,20,240
13170,wm_lh_S_precentral_sup_part,21,20,200
13171,wm_lh_S_suborbital,21,20,60
13172,wm_lh_S_subparietal,101,60,60
13173,wm_lh_S_temporal_inf,21,180,180
13174,wm_lh_S_temporal_sup,223,220,60
13175,wm_lh_S_temporal_transverse,221,60,60
14100,wm_rh_Unknown,0,0,0
14101,wm_rh_G_and_S_frontomargin,23,220,60
14102,wm_rh_G_and_S_occipital_inf,23,60,180
14103,wm_rh_G_and_S_paracentral,63,100,60
14104,wm_rh_G_and_S_subcentral,63,20,220
14105,wm_rh_G_and_S_transv_frontopol,13,0,250
14106,wm_rh_G_and_S_cingul_Ant,26,60,0
14107,wm_rh_G_and_S_cingul_Mid_Ant,26,60,75
14108,wm_rh_G_and_S_cingul_Mid_Post,26,60,150
14109,wm_rh_G_cingul_Post_dorsal,25,60,250
14110,wm_rh_G_cingul_Post_ventral,60,25,25
14111,wm_rh_G_cuneus,180,20,20
14112,wm_rh_G_front_inf_Opercular,220,20,100
14113,wm_rh_G_front_inf_Orbital,140,60,60
14114,wm_rh_G_front_inf_Triangul,180,220,140
14115,wm_rh_G_front_middle,140,100,180
